0.38,-0.14,1.44,0.31,-0.23,1.18,0.51,-0.16,1.16,0.64,-0.1,1.2,0,0.69,-0.08,0.78,1,0.71,0.01,0.77,1,0.79,0.09,0.77,0,0.72,0.19,0.77,0
0.41,-0.14,1.43,0.31,-0.23,1.19,0.47,-0.17,1.17,0.64,-0.09,1.21,0,0.69,-0.08,0.78,1,0.71,0.01,0.77,1,0.78,0.09,0.77,0,0.73,0.19,0.77,0
0.4,-0.14,1.44,0.33,-0.23,1.19,0.5,-0.16,1.16,0.65,-0.1,1.2,0,0.69,-0.08,0.78,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.46,-0.13,1.42,0.47,-0.22,1.16,0.5,-0.13,1.16,0.64,0.23,1.16,0,0.67,-0.08,0.77,1,0.71,0.01,0.77,1,0.79,0.1,0.77,0,0.73,0.19,0.77,0
0.51,-0.08,1.43,0.49,0.04,1.2,0.45,0.62,1.21,0.45,0.55,1.06,0,0.67,-0.08,0.77,1,0.73,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.49,-0.05,1.44,0.51,-0.06,1.24,0.54,0.2,1.02,-1,-1,-1,-1,0.67,-0.08,0.77,1,0.72,0.01,0.77,1,0.79,0.1,0.77,0,0.73,0.19,0.77,0
0.42,-0.11,1.44,0.32,-0.24,1.19,0.57,-0.09,1.04,-1,-1,-1,-1,0.68,-0.08,0.77,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.46,-0.13,1.41,0.48,-0.18,1.13,0.69,-0.13,0.92,-1,-1,-1,-1,0.69,-0.08,0.78,1,0.72,0.01,0.77,1,0.79,0.09,0.77,0,0.72,0.19,0.77,0
0.45,-0.13,1.42,0.41,-0.16,1.13,0.7,-0.11,0.89,-1,-1,-1,-1,0.7,-0.08,0.93,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.73,0.19,0.77,0
0.41,-0.12,1.44,0.33,-0.23,1.19,0.44,-0.15,1.15,-1,-1,-1,-1,0.66,-0.08,1.2,1,0.73,0.01,0.77,1,0.79,0.09,0.77,0,0.72,0.19,0.77,0
0.41,-0.12,1.44,0.3,-0.22,1.2,0.48,-0.15,1.16,-1,-1,-1,-1,0.66,-0.08,1.2,1,0.73,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.41,-0.12,1.44,0.37,-0.22,1.19,0.4,-0.16,1.16,-1,-1,-1,-1,0.66,-0.1,1.2,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.41,-0.12,1.43,0.35,-0.21,1.16,0.51,-0.17,1.17,-1,-1,-1,-1,0.66,-0.11,1.22,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.4,-0.12,1.44,0.53,-0.19,1.15,0.56,-0.16,1.15,-1,-1,-1,-1,0.68,-0.1,1.22,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.41,-0.12,1.44,0.33,-0.22,1.19,0.53,-0.15,1.15,-1,-1,-1,-1,0.67,-0.1,1.19,1,0.73,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.42,-0.12,1.43,0.43,-0.21,1.19,0.4,-0.16,1.16,-1,-1,-1,-1,0.65,-0.1,1.19,1,0.72,0.01,0.77,1,0.78,0.09,0.77,0,0.73,0.19,0.77,0
0.4,-0.11,1.43,0.43,-0.21,1.19,0.66,-0.14,1.14,-1,-1,-1,-1,0.7,-0.11,1.03,1,0.73,0.01,0.77,1,0.79,0.09,0.77,0,0.73,0.19,0.77,0
0.44,-0.12,1.41,0.48,-0.3,1.15,0.65,-0.5,0.94,-1,-1,-1,-1,0.65,-0.56,0.82,1,0.73,0.01,0.77,1,0.78,0.09,0.77,0,0.73,0.19,0.77,0
0.47,-0.2,1.37,0.48,-0.35,1.12,0.65,-0.55,0.87,-1,-1,-1,-1,0.66,-0.56,0.79,1,0.73,0.01,0.78,1,0.78,0.09,0.77,0,0.73,0.19,0.77,0
0.42,-0.16,1.41,0.43,-0.21,1.19,0.64,-0.1,1.05,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.73,0.01,0.77,1,0.79,0.09,0.77,0,0.73,0.19,0.77,0
0.49,-0.11,1.41,0.48,-0.14,1.14,0.56,-0.1,1.03,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.73,0.01,0.77,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.45,-0.09,1.42,0.37,-0.19,1.15,0.47,-0.06,0.97,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.69,-0.02,1.12,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.44,-0.11,1.42,0.31,-0.22,1.18,0.42,-0.11,1.17,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.69,-0.03,1.2,1,0.78,0.09,0.77,0,0.73,0.19,0.77,0
0.42,-0.11,1.43,0.35,-0.22,1.17,0.54,-0.11,1.15,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.69,-0.03,1.2,1,0.79,0.09,0.77,0,0.72,0.19,0.77,0
0.43,-0.1,1.43,0.35,-0.21,1.17,0.42,-0.12,1.15,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.71,-0.04,1.21,1,0.79,0.09,0.77,0,0.72,0.19,0.77,0
0.43,-0.1,1.43,0.35,-0.21,1.17,0.45,-0.12,1.16,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.71,-0.04,1.21,1,0.78,0.1,0.77,0,0.73,0.19,0.77,0
0.42,-0.1,1.43,0.31,-0.22,1.18,0.47,-0.12,1.15,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.71,-0.05,1.19,1,0.79,0.1,0.77,0,0.72,0.19,0.77,0
0.43,-0.1,1.43,0.33,-0.22,1.19,0.45,-0.14,1.14,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.7,-0.04,1.2,1,0.79,0.09,0.77,0,0.73,0.19,0.77,0
0.42,-0.11,1.43,0.32,-0.21,1.18,0.43,-0.13,1.13,-1,-1,-1,-1,0.65,-0.56,0.78,1,0.71,-0.04,1.21,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.4,-0.1,1.43,0.33,-0.21,1.18,0.47,-0.13,1.13,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.7,-0.04,1.21,1,0.79,0.09,0.77,0,0.72,0.19,0.77,0
0.4,-0.1,1.43,0.32,-0.21,1.18,0.43,-0.11,1.14,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.66,0,1.16,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.41,-0.1,1.43,0.35,-0.22,1.18,0.47,-0.11,1.11,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.65,-0.02,1,1,0.78,0.09,0.77,0,0.72,0.19,0.77,0
0.46,-0.11,1.41,0.57,-0.29,1.18,0.7,-0.35,0.93,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.43,0.78,1,0.78,0.1,0.77,0,0.73,0.19,0.77,0
0.46,-0.16,1.41,0.42,-0.29,1.16,0.66,-0.36,0.89,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.43,0.78,1,0.79,0.1,0.77,0,0.73,0.19,0.77,0
0.45,-0.13,1.42,0.4,-0.26,1.19,0.46,-0.2,1.07,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,0.79,0.09,0.77,0,0.73,0.19,0.77,0
0.54,-0.08,1.41,0.48,-0.12,1.13,0.66,0,0.94,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,0.79,0.1,0.77,0,0.73,0.19,0.77,0
0.53,-0.06,1.41,0.6,-0.06,1.11,0.71,0.03,0.88,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.69,-0.44,0.78,1,0.79,0.1,0.77,0,0.73,0.19,0.77,0
0.46,-0.08,1.42,0.44,-0.17,1.14,0.47,-0.04,0.99,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.7,0,1.05,0,0.73,0.19,0.77,0
0.44,-0.11,1.42,0.35,-0.22,1.18,0.61,-0.12,1.11,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.69,-0.04,1.12,0,0.73,0.19,0.77,0
0.43,-0.12,1.43,0.32,-0.23,1.18,0.39,-0.13,1.13,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.67,-0.06,1.16,0,0.72,0.19,0.77,0
0.42,-0.11,1.43,0.33,-0.22,1.17,0.49,-0.1,1.14,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,0.68,-0.02,1.21,0,0.72,0.19,0.77,0
0.43,-0.11,1.43,0.33,-0.22,1.18,0.45,-0.11,1.14,-1,-1,-1,-1,0.67,-0.56,0.78,1,0.68,-0.44,0.78,1,0.7,-0.02,1.19,0,0.72,0.19,0.77,0
0.44,-0.11,1.42,0.33,-0.22,1.18,0.55,-0.1,1.14,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,0.68,-0.02,1.18,0,0.73,0.19,0.77,0
0.45,-0.11,1.42,0.31,-0.22,1.18,0.47,-0.11,1.15,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.69,-0.01,1.16,0,0.72,0.19,0.77,0
0.43,-0.11,1.42,0.31,-0.22,1.18,0.65,-0.11,1.12,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.64,-0.01,1.17,0,0.72,0.19,0.77,0
0.41,-0.11,1.43,0.32,-0.22,1.18,0.54,-0.12,1.14,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,0.69,-0.05,1.14,0,0.72,0.19,0.77,0
0.42,-0.11,1.43,0.32,-0.22,1.18,0.51,-0.12,1.14,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,0.68,-0.05,1.14,0,0.72,0.19,0.77,0
0.5,-0.1,1.41,0.51,-0.12,1.14,0.53,-0.04,1.15,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.63,0.35,1.19,0,0.73,0.19,0.77,0
0.51,-0.06,1.43,0.46,0.09,1.22,0.39,0.61,1.19,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,0.4,0.65,1.19,0,0.72,0.19,0.77,0
0.47,-0.05,1.45,0.45,0.11,1.22,0.44,0.2,1.2,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.72,0.19,0.77,0
0.47,-0.09,1.42,0.39,-0.22,1.17,0.43,-0.03,1.08,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.73,0.19,0.77,0
0.55,-0.05,1.4,0.5,-0.02,1.11,0.58,0.12,0.87,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.67,-0.44,0.78,1,-1,-1,-1,-1,0.73,0.19,0.77,0
0.45,-0.05,1.42,0.31,-0.21,1.12,0.46,0.08,0.93,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.67,-0.44,0.78,1,-1,-1,-1,-1,0.64,0.01,1.1,0
0.47,-0.11,1.41,0.31,-0.21,1.12,0.39,-0.1,1.23,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.66,-0.02,1.2,0
0.4,-0.12,1.43,0.31,-0.21,1.12,0.43,-0.11,1.26,-1,-1,-1,-1,0.68,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.65,-0.05,1.23,0
0.42,-0.11,1.44,0.31,-0.21,1.12,0.46,-0.1,1.24,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.64,-0.04,1.22,0
0.41,-0.11,1.43,0.31,-0.21,1.12,0.4,-0.1,1.23,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.66,-0.03,1.21,0
0.4,-0.11,1.43,0.31,-0.21,1.12,0.46,-0.1,1.23,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.66,-0.02,1.21,0
0.41,-0.11,1.43,0.31,-0.21,1.12,0.45,-0.11,1.23,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.66,-0.02,1.22,0
0.42,-0.11,1.43,0.31,-0.21,1.12,0.43,-0.1,1.23,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.66,-0.01,1.22,0
0.44,-0.1,1.42,0.42,-0.21,1.15,0.5,-0.08,1.22,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.6,0.21,1.17,0
0.5,-0.08,1.42,0.45,-0.03,1.17,0.47,0.26,1.15,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,0.41,0.63,1.11,0
0.34,-0.07,1.46,0.36,0.09,1.22,0.44,0.35,1.16,-1,-1,-1,-1,0.67,-0.55,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,-1,-1,-1,-1
0.41,-0.09,1.44,0.47,-0.07,1.18,0.44,0.2,1.2,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,-1,-1,-1,-1
0.4,-0.09,1.43,0.34,-0.19,1.19,0.54,-0.11,1.12,-1,-1,-1,-1,0.66,-0.56,0.78,1,0.68,-0.44,0.78,1,-1,-1,-1,-1,-1,-1,-1,-1
