0.03,-0.03,0
0.15,0.02,-0.13
-0.31,-0.04,0.06
0.02,-0.01,0.18
0,0.05,0.07
0.01,0.01,0.01
0,0,-0.01
-0.03,-0.02,-0.01
-0.01,0.01,0
0.04,0,-0.01
-0.02,0,0
0,0,0.01
0.01,0,0
0.02,0,0
0.02,0.01,0
-0.03,0.01,0.01
-0.13,0.27,-0.07
0.11,0.24,-0.1
-0.17,-0.14,0.09
0.34,-0.35,-0.02
-0.04,-0.02,-0.09
-0.12,0.01,-0.06
-0.05,-0.03,0.25
-0.01,0,0.02
0.05,0.01,0
0,-0.01,-0.01
-0.04,0,0
0.02,0,0.01
0.02,0,0
-0.12,0,0.03
0.34,-0.27,-0.32
0.01,0.21,0.14
-0.22,0.12,-0.09
0.18,0.04,-0.09
-0.23,-0.08,0.23
0.01,0,0.1
0.03,-0.01,0.01
-0.01,0.01,0
-0.02,0,-0.01
0.01,0.01,0
0.02,-0.01,0
0.14,0.01,-0.03
-0.11,-0.07,-0.18
0.13,-0.16,-0.11
0.06,0.27,0.09
-0.08,0.09,-0.07
-0.11,0.01,-0.01
-0.01,-0.12,0.28
0.05,0,0
0.01,0,0
-0.02,0.01,0.02
-0.04,0,-0.01
0.04,0,0.02
-0.08,0,-0.01
0.12,-0.18,-0.31
-0.08,0,-0.01
0,0.33,0.03
-0.02,0.09,-0.06
0.05,-0.26,0.29
-0.07,0,0.04
0.09,0.01,0.02
-0.05,-0.01,-0.02
-0.03,-0.01,0.01
0.1,0.01,0
-0.08,-0.01,-0.01
0.03,0.12,-0.03
-0.22,0.43,-0.12
0.4,-0.16,0.1
-0.09,-0.34,-0.04
0.03,-0.03,0
