-0.12,-0.02,0.01
0.15,-0.02,-0.17
-0.21,-0.02,0
0.11,0.01,0.25
-0.07,0.02,0.02
0,0,0.01
0.21,0.02,0
-0.21,-0.02,0.01
0.01,0.01,-0.01
0.04,0,0
0.09,-0.28,-0.19
0.05,-0.04,-0.1
-0.12,0.1,0.04
-0.01,0.28,0
-0.02,0,0.04
-0.04,-0.02,0.21
0.01,0,0.01
0.03,0.01,-0.01
-0.01,0.01,0.01
0.17,0,-0.02
-0.19,-0.03,0
0.06,0.01,0
0.01,0,0
-0.07,0,0.01
0.13,0.04,-0.01
-0.15,0.42,-0.12
0.29,-0.34,-0.05
-0.06,-0.07,-0.08
-0.16,0.02,-0.02
-0.14,-0.1,0.27
0.01,0,0.05
0.12,0,0
-0.05,-0.02,-0.02
-0.05,0.01,0
0,0,0.01
0.08,0.02,0.01
-0.03,0.01,-0.01
0.06,-0.02,-0.09
0.12,-0.22,-0.21
0.06,0.24,0.13
-0.16,0.09,-0.12
0.12,0.06,-0.04
-0.13,-0.06,0.15
-0.03,-0.06,0.16
0.07,0.01,0.01
-0.06,-0.01,0
0,0.01,0
0.04,0.01,0.01
0.01,0,-0.01
-0.03,-0.01,-0.02
0,0.01,0
0,0.31,-0.05
0.19,-0.06,0.03
-0.02,-0.14,-0.2
-0.2,0.13,-0.09
0,-0.23,0.24
0.04,-0.03,0.13
-0.12,-0.03,-0.02
0.07,0.02,0.02
-0.02,-0.01,0
-0.01,0,0
0.03,0,0
-0.03,0,0
0.02,0.01,-0.01
0.02,0,-0.01
-0.05,0,-0.01
0.17,0.31,-0.03
-0.18,0.17,-0.08
-0.01,-0.04,0.05
-0.02,-0.13,0
-0.12,-0.02,0.01
