0.11,0.03,0
0.18,0.01,0.03
-0.29,0.01,-0.1
0.09,0.01,0.27
-0.19,0,0.08
0.2,0.01,-0.03
-0.12,-0.02,0.01
0.1,0.02,0
-0.11,-0.02,-0.01
0.14,0.02,-0.01
-0.04,-0.01,0.01
0.03,0.01,-0.01
0,0.03,0
-0.05,0.75,0.05
0.09,-0.42,-0.19
0.03,-0.29,0.02
0.12,-0.04,-0.12
0.01,0.02,-0.03
-0.26,-0.04,0.26
0.04,0,0.01
-0.08,-0.01,0
0.11,-0.01,0.01
0.05,0.01,-0.02
-0.03,0.01,0
-0.13,-0.01,0.01
0.26,0.02,-0.02
-0.01,-0.36,-0.2
0,-0.05,-0.07
-0.01,0.45,0.18
-0.08,0,-0.02
-0.09,0.04,-0.06
-0.05,-0.05,0.2
0.12,0,-0.02
-0.12,-0.01,0
0.03,0,0.01
0.02,0,-0.01
-0.02,-0.02,-0.01
-0.02,0.01,-0.01
0.04,0,0
-0.04,0.02,0.01
0.04,0,-0.03
0.23,-0.24,-0.18
-0.04,-0.01,-0.04
-0.2,0.16,0.18
0.2,0.2,-0.13
0.05,0.03,-0.06
-0.24,-0.07,0.11
0.14,-0.08,0.12
-0.22,-0.01,0.02
0.1,0.03,0.01
-0.04,-0.01,0
0.1,0.01,0
-0.08,-0.01,0.01
0.18,0,-0.03
-0.11,-0.01,0.02
-0.03,0,0
0.02,0.08,0.01
-0.14,0.65,0.04
0.05,-0.41,0.01
-0.01,-0.23,-0.12
0.15,0.15,-0.21
-0.12,-0.04,0.06
-0.07,-0.18,0.3
0.04,-0.01,0.03
0.03,0.01,-0.02
-0.06,0,-0.01
0.06,0,0
-0.01,-0.01,0
-0.02,0.01,0
0.07,0.02,-0.01
-0.03,0.34,-0.07
-0.03,0.09,0.01
0,-0.15,0.04
0.1,-0.31,-0.08
0.11,0.03,0
