min_state,0.4,-0.17,1.43,0.29,-0.25,1.17,0.4,-0.23,0.92,0.67,-0.17,0.77,0,0.65,-0.09,0.77,0,0.65,0,0.77,0,0.61,0.07,0.77,0,0.71,0.17,0.77,0
max_state,0.47,-0.07,1.45,0.38,-0.15,1.2,0.62,-0.1,1.05,0.86,-0.14,0.78,1,0.87,-0.07,0.78,1,0.85,0.03,0.78,1,0.85,0.11,0.78,1,0.86,0.19,0.78,1
